feed_name,raw_column,status_labels,never_loaded,dropped,loaded_but_unused,meaning_or_example,example_values,is_renamed_to,is_stored,is_used,where_dropped,drop_reason,where_used,recommendation
fec_api_candidate_committees_json,first_file_date,dropped|loaded_but_unused,no,yes,yes,Example: 2024-06-24 | 2025-10-01 | 2025-09-19,2024-06-24 | 2025-10-01 | 2025-09-19,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,form_type,dropped|loaded_but_unused,no,yes,yes,Example: F1,F1,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,last_f1_date,dropped|loaded_but_unused,no,yes,yes,Example: 2026-02-02 | 2025-10-01 | 2025-09-19,2026-02-02 | 2025-10-01 | 2025-09-19,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,last_file_date,dropped|loaded_but_unused,no,yes,yes,Example: 2026-02-02 | 2026-01-19 | 2026-01-30,2026-02-02 | 2026-01-19 | 2026-01-30,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,leadership_pac,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,lobbyist_registrant_pac,dropped|loaded_but_unused,no,yes,yes,Example: G,G,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,organization_type,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,organization_type_full,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,party_full,dropped|loaded_but_unused,no,yes,yes,Example: INDEPENDENT | REPUBLICAN PARTY | DEMOCRATIC PARTY,INDEPENDENT | REPUBLICAN PARTY | DEMOCRATIC PARTY,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,party_type,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,party_type_full,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,sponsor_candidate_ids,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,state_full,dropped|loaded_but_unused,no,yes,yes,Example: Wisconsin | Virginia | Illinois,Wisconsin | Virginia | Illinois,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,street_1,dropped|loaded_but_unused,no,yes,yes,Example: 10154 W KIEHNAU AVE | PO BOX 26141 | PO BOX 14047,10154 W KIEHNAU AVE | PO BOX 26141 | PO BOX 14047,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,street_2,dropped|loaded_but_unused,no,yes,yes,Example: A | SUITE 1300 | SUITE 810,A | SUITE 1300 | SUITE 810,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_city,dropped|loaded_but_unused,no,yes,yes,Example: MILWAUKEE | ALEXANDRIA | CHICAGO,MILWAUKEE | ALEXANDRIA | CHICAGO,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_name,dropped|loaded_but_unused,no,yes,yes,"Example: SHELTON, BONNIE LASHAWN MRS | MARSTON, CHRIS | BOTSFORD, STEVE JR.","SHELTON, BONNIE LASHAWN MRS | MARSTON, CHRIS | BOTSFORD, STEVE JR.",,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_name_1,dropped|loaded_but_unused,no,yes,yes,Example: BONNIE | CHRIS | STEVE,BONNIE | CHRIS | STEVE,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_name_2,dropped|loaded_but_unused,no,yes,yes,Example: SHELTON | MARSTON | BOTSFORD,SHELTON | MARSTON | BOTSFORD,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_name_middle,dropped|loaded_but_unused,no,yes,yes,Example: LASHAWN | JAMES | P.,LASHAWN | JAMES | P.,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_name_prefix,dropped|loaded_but_unused,no,yes,yes,Example: MRS | MS | MRS.,MRS | MS | MRS.,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_name_suffix,dropped|loaded_but_unused,no,yes,yes,Example: JR. | II,JR. | II,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_name_title,dropped|loaded_but_unused,no,yes,yes,Example: DESIGNATED AGENT | TREASURER | TEMP.,DESIGNATED AGENT | TREASURER | TEMP.,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_phone,dropped|loaded_but_unused,no,yes,yes,Example: 4142155025 | 2025480880 | 2243210727,4142155025 | 2025480880 | 2243210727,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_state,dropped|loaded_but_unused,no,yes,yes,Example: WI | VA | IL,WI | VA | IL,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_street_1,dropped|loaded_but_unused,no,yes,yes,Example: 10154 W KIEHNAU AVE | PO BOX 26141 | PO BOX 14047,10154 W KIEHNAU AVE | PO BOX 26141 | PO BOX 14047,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_street_2,dropped|loaded_but_unused,no,yes,yes,Example: A | #1300 | SUITE 810,A | #1300 | SUITE 810,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,treasurer_zip,dropped|loaded_but_unused,no,yes,yes,Example: 53224 | 22313 | 60614,53224 | 22313 | 60614,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,website,dropped|loaded_but_unused,no,yes,yes,Example: HTTPS://WWW.CHANGE.ORG/NATHANEBILLIPSUSREP | HTTPS://WWW.JEANNIEEVANS.COM/ | DONTRACYFORIL.COM,HTTPS://WWW.CHANGE.ORG/NATHANEBILLIPSUSREP | HTTPS://WWW.JEANNIEEVANS.COM/ | DONTRACYFORIL.COM,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,all_other_loans,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 2500.0 | 2000.0,0.0 | 2500.0 | 2000.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,candidate_contribution,dropped|loaded_but_unused,no,yes,yes,Example: 353925.31 | 121706.39 | 0.0,353925.31 | 121706.39 | 0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,candidate_election_year,dropped|loaded_but_unused,no,yes,yes,Example: 2026,2026,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,candidate_id,dropped|loaded_but_unused,no,yes,yes,Example: S6IL00656 | S6IL00672 | S6IL00649,S6IL00656 | S6IL00672 | S6IL00649,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,contribution_refunds,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 520.51 | 31091.5,0.0 | 520.51 | 31091.5,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,cycle,dropped|loaded_but_unused,no,yes,yes,Example: 2026,2026,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,election_full,dropped|loaded_but_unused,no,yes,yes,Example: False,False,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,exempt_legal_accounting_disbursement,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,federal_funds,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,fundraising_disbursements,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,individual_itemized_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 4250.0 | 81500.0 | 20232.0,4250.0 | 81500.0 | 20232.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,individual_unitemized_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 995.0 | 655.0 | 1744.0,995.0 | 655.0 | 1744.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,last_beginning_image_number,dropped|loaded_but_unused,no,yes,yes,Example: 202601309794556075 | 202601199794075787 | 202601319795637048,202601309794556075 | 202601199794075787 | 202601319795637048,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,last_debts_owed_by_committee,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 300000.0 | 46500.0,0.0 | 300000.0 | 46500.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,last_debts_owed_to_committee,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,last_net_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 257378.76 | 203861.39 | 16875.0,257378.76 | 203861.39 | 16875.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,last_net_operating_expenditures,dropped|loaded_but_unused,no,yes,yes,Example: 129198.98 | 205267.3 | 12659.01,129198.98 | 205267.3 | 12659.01,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,loan_repayments,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 4547.62 | 2000.0,0.0 | 4547.62 | 2000.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,loan_repayments_candidate_loans,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 2547.62 | 2000.0,0.0 | 2547.62 | 2000.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,loan_repayments_other_loans,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 2000.0,0.0 | 2000.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,loans,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 300000.0 | 46500.0,0.0 | 300000.0 | 46500.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,loans_made_by_candidate,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 300000.0 | 46500.0,0.0 | 300000.0 | 46500.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,net_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 359170.31 | 203861.39 | 21976.0,359170.31 | 203861.39 | 21976.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,net_operating_expenditures,dropped|loaded_but_unused,no,yes,yes,Example: 230990.53 | 205267.3 | 14778.34,230990.53 | 205267.3 | 14778.34,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,offsets_to_fundraising_expenditures,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,offsets_to_legal_accounting,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,offsets_to_operating_expenditures,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 7000.51 | 500.0,0.0 | 7000.51 | 500.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,operating_expenditures,dropped|loaded_but_unused,no,yes,yes,Example: 230990.53 | 212267.81 | 14778.34,230990.53 | 212267.81 | 14778.34,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,other_disbursements,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 1553.67 | 6332.68,0.0 | 1553.67 | 6332.68,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,other_political_committee_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 150.0 | 120.0,0.0 | 150.0 | 120.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,other_receipts,dropped|loaded_but_unused,no,yes,yes,Example: 0.51 | 0.0 | 19288.35,0.51 | 0.0 | 19288.35,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,political_party_committee_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 250.0 | 500.0,0.0 | 250.0 | 500.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,refunded_individual_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 520.51 | 31091.5,0.0 | 520.51 | 31091.5,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,refunded_other_political_committee_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 2000.0 | 8500.0,0.0 | 2000.0 | 8500.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,refunded_political_party_committee_contributions,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,total_offsets_to_operating_expenditures,dropped|loaded_but_unused,no,yes,yes,Example: 0.0,0.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,transfers_from_other_authorized_committee,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 4205.0 | 19285171.21,0.0 | 4205.0 | 19285171.21,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_totals_json,transfers_to_other_authorized_committee,dropped|loaded_but_unused,no,yes,yes,Example: 0.0 | 1000.0 | 2060.0,0.0 | 1000.0 | 2060.0,,raw_extractions.payload_json,no,database/federal_fec.py:1052,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
chicago_contracts_socrata_json,purchase_order_description,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.purchase_order_description,DEMOLITION | JANITORIAL SUPPLIES | MASTER AGREEMENT FOR DEMOLITION SERVICES,,chicago_contracts_raw.purchase_order_description,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,purchase_order_contract_number,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.purchase_order_contract_number,E011442 | T27500 | C02163,,chicago_contracts_raw.purchase_order_contract_number,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,revision_number,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.revision_number,0 | 1 | 7,,chicago_contracts_raw.revision_number,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,specification_number,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.specification_number,E968020030 | B74851001 | B89683203,,chicago_contracts_raw.specification_number,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,contract_type,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.contract_type,CONSTRUCTION-GENERAL | WORK SERVICES-SMALL ORDERS | COMMODITIES-SMALL ORDERS,,chicago_contracts_raw.contract_type,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,start_date,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.start_date,1997-12-01T00:00:00.000 | 2014-03-07T00:00:00.000 | 2012-11-13T00:00:00.000,,chicago_contracts_raw.start_date,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,end_date,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.end_date,1999-11-30T00:00:00.000 | 2017-03-06T00:00:00.000 | 2014-11-12T00:00:00.000,,chicago_contracts_raw.end_date,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,approval_date,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.approval_date,2014-09-05T00:00:00.000 | 2014-08-28T00:00:00.000 | 2014-08-25T00:00:00.000,,chicago_contracts_raw.approval_date,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,department,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.department,DEPARTMENT OF BUILDINGS | CHICAGO DEPARTMENT OF TRANSPORTATION | CHICAGO PUBLIC LIBRARY,,chicago_contracts_raw.department,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,vendor_name,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.vendor_name,"MIDWEST WRECKING COMPANY 01 | CHICAGO UNITED INDUSTRIES, LIMITED | DEMOLITION & DEVELOPMENT, LIMITED.",,chicago_contracts_raw.vendor_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,vendor_id,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.vendor_id,14878414T | 22085024V | 22414299V,,chicago_contracts_raw.vendor_id,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,address_1,never_loaded|dropped,yes,yes,no,Example: 1950 W HUBBARD ST | 53 W JACKSON BLVD # 1450 | P.0. BOX 10263,1950 W HUBBARD ST | 53 W JACKSON BLVD # 1450 | P.0. BOX 10263,,,no,database/chicago_loader.py:378,explicitly excluded (Socrata $select projection omits this raw column),,Add this column to chicago_loader select_fields + parse/upsert mappings if required.
chicago_contracts_socrata_json,address_2,never_loaded|dropped,yes,yes,no,Example: 3228 S WOOD ST | # 4 | 7950 JOLIET RD STE 200,3228 S WOOD ST | # 4 | 7950 JOLIET RD STE 200,,,no,database/chicago_loader.py:378,explicitly excluded (Socrata $select projection omits this raw column),,Add this column to chicago_loader select_fields + parse/upsert mappings if required.
chicago_contracts_socrata_json,city,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.city,CHICAGO | BURLINGTON | GLENVIEW,,chicago_contracts_raw.city,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,state,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.state,IL | MA | NE,,chicago_contracts_raw.state,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,zip,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.zip,60622 | 60604-3806 | 60610,,chicago_contracts_raw.zip,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,award_amount,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.award_amount,17500 | 0 | 7000,,chicago_contracts_raw.award_amount,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,procurement_type,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.procurement_type,BID | MASTER AGREEMENT | RFQ,,chicago_contracts_raw.procurement_type,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_contracts_socrata_json,contract_pdf,loaded_but_unused,no,no,yes,Stores in chicago_contracts_raw.contract_pdf,,,chicago_contracts_raw.contract_pdf,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_payments_socrata_json,voucher_number,loaded_but_unused,no,no,yes,Stores in chicago_payments_raw.voucher_number,PV81248102104 | CVIP244117202 | PV27252766021,,chicago_payments_raw.voucher_number,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_payments_socrata_json,amount,loaded_but_unused,no,no,yes,Stores in chicago_payments_raw.amount,175 | 69.85 | 38554.81,,chicago_payments_raw.amount,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_payments_socrata_json,check_date,loaded_but_unused,no,no,yes,Stores in chicago_payments_raw.check_date_raw,12/18/2024 | 03/27/2025 | 2021,check_date_raw,chicago_payments_raw.check_date_raw,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
